sample,anode,state,slab,x_um,phi_ni,phi_ysz,phi_ni_conn
medium_post,medium,degraded,6,3.2577999999999996,0.197880168149131,0.41204968098350453,0.1067171605484299
medium_post,medium,degraded,7,3.7589999999999995,0.16821716259603256,0.41311627721263944,0.09962431610070929
medium_post,medium,degraded,8,4.2602,0.18362450243255196,0.36704634339115766,0.12863485306403263
medium_post,medium,degraded,9,4.7614,0.2007116954969122,0.3406458855472013,0.1582165687912592
medium_post,medium,degraded,10,5.262599999999999,0.20428348239880748,0.3527064188248399,0.17752290243582813
medium_post,medium,degraded,11,5.763799999999999,0.19944269374416435,0.4261145613216047,0.17727606393434567
medium_post,medium,degraded,12,6.264999999999999,0.1954350234245745,0.4637308139630121,0.16920528445296248
medium_post,medium,degraded,13,6.7661999999999995,0.165635391583534,0.4258685930512556,0.14343328705751307
medium_post,medium,degraded,14,7.267399999999999,0.16182894941602372,0.40586223524497517,0.14104194309302667
medium_post,medium,degraded,15,7.768599999999999,0.17312224597441317,0.39724177682769013,0.15997233688797155
medium_post,medium,degraded,16,8.2698,0.19412425057742394,0.3915596794273265,0.1818946365095746
medium_post,medium,degraded,17,8.771,0.22916231551099972,0.3852713380673907,0.2186290890625256
medium_post,medium,degraded,18,9.2722,0.2704671707864432,0.37080093002113124,0.2631390567923076
medium_post,medium,degraded,19,9.773399999999999,0.3284606532671548,0.3217649925467263,0.32510007658033974
medium_post,medium,degraded,20,10.274599999999998,0.36526707905384376,0.2728344042295281,0.3575406551509493
medium_post,medium,degraded,21,10.775799999999998,0.3577422928235622,0.28061293962029255,0.3473196881091618
medium_post,medium,degraded,22,11.277,0.34681884449686307,0.2654054458040526,0.3346593608203515
medium_post,medium,degraded,23,11.778199999999998,0.3742448953265517,0.22261147148918048,0.3648177838386817
medium_post,medium,degraded,24,12.279399999999999,0.3824492808819434,0.20867953175422216,0.37519354964207907
medium_post,medium,degraded,25,12.780599999999998,0.3700225338673481,0.2647358285419431,0.3564761577145478
medium_post,medium,degraded,26,13.281799999999999,0.3251398000720756,0.3147587616918112,0.30454982431569116
medium_post,medium,degraded,27,13.782999999999998,0.24091924050321883,0.35757587391681817,0.22237302815863189
medium_post,medium,degraded,28,14.284199999999998,0.2036258436122987,0.38225225031533083,0.1836115001556178
medium_post,medium,degraded,29,14.7854,0.17917501064753386,0.39070326961193835,0.15621693121693123
